"data","retweeted_authors","authors"
"2014-11-05",NA,"CRIcuneo"
"2014-11-05",NA,"CRIcuneo"
"2014-11-05",NA,"Ehizedeffo"
"2014-11-05",NA,"SOL_CRI_Giaveno"
"2014-11-05",NA,"QCanavese"
"2014-11-05",NA,"serpilloc"
"2014-11-05",NA,"ilVergante"
"2014-11-05",NA,"FPiemontesaRos"
"2014-11-05",NA,"nastrorosa"
"2014-11-05",NA,"Miti_Vigliero"
"2014-11-05",NA,"FrncscPltn"
"2014-11-05",NA,"Miti_Vigliero"
"2014-11-05",NA,"FrncscPltn"
"2014-11-05",NA,"FeaCoal"
"2014-11-05",NA,"annmavi"
"2014-11-05",NA,"quotidianopiem"
"2014-11-05",NA,"quotidianopiem"
"2014-11-05",NA,"quotidianopiem"
"2014-11-05",NA,"nastrorosa"
"2014-11-05",NA,"albemaff"
"2014-11-05",NA,"nastrorosa"
"2014-11-05",NA,"Miti_Vigliero"
"2014-11-05",NA,"kiralyneSissi"
"2014-11-05",NA,"mmanca"
"2014-11-05",NA,"Turineis"
"2014-11-05",NA,"nastrorosa"
"2014-11-05",NA,"alfonso6403"
"2014-11-05",NA,"antonio_gemelli"
"2014-11-05",NA,"ArpaPiemonte"
"2014-11-05",NA,"CRIcuneo"
"2014-11-05",NA,"FabioMarelli"
"2014-11-05",NA,"FabioMarelli"
"2014-11-05",NA,"quotidianopiem"
"2014-11-05",NA,"QCanavese"
"2014-11-05",NA,"QCanavese"
"2014-11-05",NA,"CRIcuneo"
"2014-11-05",NA,"rosa36542769"
"2014-11-06",NA,"valenitna"
"2014-11-06",NA,"quotidianopiem"
"2014-11-06",NA,"nastrorosa"
"2014-11-06",NA,"CastellanetaTW"
"2014-11-06",NA,"CastellanetaTW"
"2014-11-06",NA,"giornaleprociv"
"2014-11-06",NA,"ERA_Arenzano"
"2014-11-06",NA,"ArpaPiemonte"
"2014-11-06",NA,"ilVergante"
"2014-11-06",NA,"DiVi84"
"2014-11-08",NA,"ilariolarosageo"
"2014-11-09",NA,"ArpaPiemonte"
"2014-11-09",NA,"lesherbes"
"2014-11-09",NA,"putredine"
"2014-11-09",NA,"ArpaPiemonte"
"2014-11-09",NA,"FabriBor"
"2014-11-09",NA,"Giancagt6"
"2014-11-09",NA,"ArpaPiemonte"
"2014-11-09",NA,"Stefano_Corda"
"2014-11-09",NA,"parodi_lucio"
"2014-11-09",NA,"ArpaPiemonte"
"2014-11-09",NA,"ArpaPiemonte"
"2014-11-09",NA,"Ossmeteobargone"
"2014-11-09",NA,"Ossmeteobargone"
"2014-11-09",NA,"MVaccariello"
"2014-11-09",NA,"Photonat_it"
"2014-11-09",NA,"ArpaPiemonte"
"2014-11-09",NA,"chececo"
"2014-11-09",NA,"FabriBor"
"2014-11-09",NA,"quotidianopiem"
"2014-11-09",NA,"RobertoZunino1"
"2014-11-09",NA,"quotidianopiem"
"2014-11-09",NA,"fabrimoon"
"2014-11-09",NA,"Aringoogle"
"2014-11-09",NA,"ilVergante"
"2014-11-09",NA,"Turineis"
"2014-11-09",NA,"Turineis"
"2014-11-09",NA,"Guarene2020"
"2014-11-09",NA,"Vic2Alex"
"2014-11-09",NA,"crocerossabusca"
"2014-11-09",NA,"cemarco"
"2014-11-10",NA,"ArpaPiemonte"
"2014-11-10",NA,"Ossmeteobargone"
"2014-11-10",NA,"muoversintoscan"
"2014-11-10",NA,"freccia_92"
"2014-11-10",NA,"ArpaPiemonte"
"2014-11-10",NA,"ArpaPiemonte"
"2014-11-10",NA,"putredine"
"2014-11-10",NA,"Ossmeteobargone"
"2014-11-10",NA,"Romy_Effe"
"2014-11-10",NA,"ArpaPiemonte"
"2014-11-10",NA,"PaolaMilani1"
"2014-11-10",NA,"BORGHETTOdiVARA"
"2014-11-10",NA,"crpiemonte"
"2014-11-10",NA,"Sim0wrc"
"2014-11-10",NA,"crpiemonte"
"2014-11-10",NA,"twitorino"
"2014-11-10",NA,"CapitanAchab"
"2014-11-10",NA,"tezzin"
"2014-11-10",NA,"S_Lor75"
"2014-11-10",NA,"emabelli13"
"2014-11-10",NA,"ArpaPiemonte"
"2014-11-10",NA,"crpiemonte"
"2014-11-10",NA,"MVaccariello"
"2014-11-10",NA,"MVaccariello"
"2014-11-10",NA,"ArpaPiemonte"
"2014-11-10",NA,"QCanavese"
"2014-11-10",NA,"nastrorosa"
"2014-11-10",NA,"giornaleprociv"
"2014-11-10",NA,"Giancagt6"
"2014-11-10",NA,"IZ2GAJ"
"2014-11-10",NA,"Protcivnews"
"2014-11-10",NA,"RadioPerusia"
"2014-11-10",NA,"RadioPerusia"
"2014-11-10",NA,"nastrorosa"
"2014-11-10",NA,"scatellani79"
"2014-11-10",NA,"Beppeley"
"2014-11-10",NA,"quotidianopiem"
"2014-11-10",NA,"quotidianopiem"
"2014-11-10",NA,"branotizie"
"2014-11-10",NA,"ArpaPiemonte"
"2014-11-10",NA,"branotizie"
"2014-11-10",NA,"JeromeDoukakis"
"2014-11-10",NA,"twitorino"
"2014-11-10",NA,"AlessiaCrawley"
"2014-11-10",NA,"newsTorino"
"2014-11-10",NA,"ilVergante"
"2014-11-10",NA,"Nora_Makia"
"2014-11-10",NA,"alenasi83"
"2014-11-10",NA,"dariosnoopy"
"2014-11-10",NA,"tezzin"
"2014-11-10",NA,"IlGuzzy"
"2014-11-10",NA,"ElaCocco"
"2014-11-10",NA,"Rafagirl_TeamLH"
"2014-11-10",NA,"Ossmeteobargone"
"2014-11-10",NA,"valetosone"
"2014-11-10",NA,"QCanavese"
"2014-11-10",NA,"Felixia75"
"2014-11-10",NA,"ArpaPiemonte"
"2014-11-10",NA,"enrico_ortolan"
"2014-11-10",NA,"MauraViani"
"2014-11-10",NA,"enrico_ortolan"
"2014-11-10",NA,"quotidianopiem"
"2014-11-10",NA,"Turineis"
"2014-11-10",NA,"FedeDeGiacomo"
"2014-11-10",NA,"GPoggialini"
"2014-11-10",NA,"SimonZan"
"2014-11-10",NA,"camerafreckles"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"Romy_Effe"
"2014-11-11",NA,"FabriBor"
"2014-11-11",NA,"FabriBor"
"2014-11-11",NA,"putredine"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"Tanargue"
"2014-11-11",NA,"Beppeley"
"2014-11-11",NA,"Guarene2020"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"Marco_chp1"
"2014-11-11",NA,"Aringoogle"
"2014-11-11",NA,"PCPontestura"
"2014-11-11",NA,"bc_emergenza"
"2014-11-11",NA,"gianlucamorino"
"2014-11-11",NA,"gianlucamorino"
"2014-11-11",NA,"ilVergante"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"Annathelion"
"2014-11-11",NA,"crpiemonte"
"2014-11-11",NA,"Romy_Effe"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"vittoriopasteris"
"2014-11-11",NA,"lanuovagazzetta"
"2014-11-11",NA,"JamesElio"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"Monica_torino"
"2014-11-11",NA,"PaolaMilani1"
"2014-11-11",NA,"branotizie"
"2014-11-11",NA,"CorriereChieri"
"2014-11-11",NA,"RobertBordignon"
"2014-11-11",NA,"bepin69"
"2014-11-11",NA,"SimonaBellarmin"
"2014-11-11",NA,"VillamInFoto"
"2014-11-11",NA,"SOL_CRI_Giaveno"
"2014-11-11",NA,"tifizifiafanafa"
"2014-11-11",NA,"piemonte_is"
"2014-11-11",NA,"3dartmike"
"2014-11-11",NA,"LucaGattuso"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"vittoriopasteris"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"vittoriopasteris"
"2014-11-11",NA,"AlexandrNevskij"
"2014-11-11",NA,"Reportermilano"
"2014-11-11",NA,"gavisince972"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"nastrorosa"
"2014-11-11",NA,"nastrorosa"
"2014-11-11",NA,"RadioPerusia"
"2014-11-11",NA,"RadioPerusia"
"2014-11-11",NA,"diAlessandria"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"nastrorosa"
"2014-11-11",NA,"federicaghiga"
"2014-11-11",NA,"_TheWitch_"
"2014-11-11",NA,"Ossmeteobargone"
"2014-11-11",NA,"Ossmeteobargone"
"2014-11-11",NA,"bc_emergenza"
"2014-11-11",NA,"CattoAngelo"
"2014-11-11",NA,"MonicaSella79"
"2014-11-11",NA,"Davide_Valieri"
"2014-11-11",NA,"Patrizia0758"
"2014-11-11",NA,"Il__toscano"
"2014-11-11",NA,"AutoconAutista"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"Losille_"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"comilara"
"2014-11-11",NA,"Losille_"
"2014-11-11",NA,"ANGEBRIXIA"
"2014-11-11",NA,"donlione1"
"2014-11-11",NA,"caterinadelpero"
"2014-11-11",NA,"LorLiga"
"2014-11-11",NA,"pasqu85"
"2014-11-11",NA,"er_canaro"
"2014-11-11",NA,"Stefano_Summa"
"2014-11-11",NA,"Gianlucard70"
"2014-11-11",NA,"ProteggereI"
"2014-11-11",NA,"diAlessandria"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"giornaleprociv"
"2014-11-11",NA,"PCFonteno"
"2014-11-11",NA,"claudiutza_"
"2014-11-11",NA,"solops"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"Stefano_Summa"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"Novara_e_Varese"
"2014-11-11",NA,"Novara_e_Varese"
"2014-11-11",NA,"ProCivRozzano"
"2014-11-11",NA,"Sweetkisskaty"
"2014-11-11",NA,"CapitanAchab"
"2014-11-11",NA,"solops"
"2014-11-11",NA,"ProteggereI"
"2014-11-11",NA,"pierderici"
"2014-11-11",NA,"vittoriopasteris"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"sararocutto"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"ScriviCOMI"
"2014-11-11",NA,"PiemonteInforma"
"2014-11-11",NA,"DanyDeg77"
"2014-11-11",NA,"ExTimUpperClass"
"2014-11-11",NA,"ilVergante"
"2014-11-11",NA,"solops"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"DavideGavi"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"vittoriopasteris"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"valigiablu"
"2014-11-11",NA,"freepresspiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"Miti_Vigliero"
"2014-11-11",NA,"SoniaFrizziero"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"lesherbes"
"2014-11-11",NA,"nadiameriggio"
"2014-11-11",NA,"SoaveAnna"
"2014-11-11",NA,"giornaleprociv"
"2014-11-11",NA,"Protcivnews"
"2014-11-11",NA,"PROCIVMFlavio"
"2014-11-11",NA,"nadiameriggio"
"2014-11-11",NA,"nadiameriggio"
"2014-11-11",NA,"SoaveAnna"
"2014-11-11",NA,"rndt_it"
"2014-11-11",NA,"sirgolly"
"2014-11-11",NA,"vittoriopasteris"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"Coccynella500"
"2014-11-11",NA,"PgCipriano"
"2014-11-11",NA,"savoringitaly"
"2014-11-11",NA,"Miti_Vigliero"
"2014-11-11",NA,"crpiemonte"
"2014-11-11",NA,"ERA_Arenzano"
"2014-11-11",NA,"giornaleprociv"
"2014-11-11",NA,"Protcivnews"
"2014-11-11",NA,"ProteggereI"
"2014-11-11",NA,"ProteggereI"
"2014-11-11",NA,"diAlessandria"
"2014-11-11",NA,"Stefano_Summa"
"2014-11-11",NA,"FPiemontesaRos"
"2014-11-11",NA,"IZ2GAJ"
"2014-11-11",NA,"crpiemonte"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"FedeDeGiacomo"
"2014-11-11",NA,"vogliadicaffe"
"2014-11-11",NA,"StivalePensante"
"2014-11-11",NA,"tecnogandalf"
"2014-11-11",NA,"FedeDeGiacomo"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"spanosimone"
"2014-11-11",NA,"christianmaran"
"2014-11-11",NA,"spanosimone"
"2014-11-11",NA,"diAlessandria"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"Stefano_Summa"
"2014-11-11",NA,"spanosimone"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"wwwmeteoit"
"2014-11-11",NA,"vittoriopasteris"
"2014-11-11",NA,"Ossmeteobargone"
"2014-11-11",NA,"pianetagenoa"
"2014-11-11",NA,"Ossmeteobargone"
"2014-11-11",NA,"ilVergante"
"2014-11-11",NA,"ProCivTrezzanoR"
"2014-11-11",NA,"Ossmeteobargone"
"2014-11-11",NA,"spanosimone"
"2014-11-11",NA,"ERA_Arenzano"
"2014-11-11",NA,"nastrorosa"
"2014-11-11",NA,"cvpc_cinisello"
"2014-11-11",NA,"Ossmeteobargone"
"2014-11-11",NA,"diAlessandria"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"ilVergante"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"robertore62"
"2014-11-11",NA,"piemonteis_org"
"2014-11-11",NA,"lesherbes"
"2014-11-11",NA,"andrpiazza"
"2014-11-11",NA,"FedeDeGiacomo"
"2014-11-11",NA,"bigfab1"
"2014-11-11",NA,"chiarapellegri9"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"vittoriopasteris"
"2014-11-11",NA,"FedeDeGiacomo"
"2014-11-11",NA,"SuozziElena"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"ILSOB1LL4"
"2014-11-11",NA,"FabioSbonch"
"2014-11-11",NA,"FabioSbonch"
"2014-11-11",NA,"FabioSbonch"
"2014-11-11",NA,"daniballardini"
"2014-11-11",NA,"daniballardini"
"2014-11-11",NA,"daniballardini"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"InformAzioneRed"
"2014-11-11",NA,"FabioSbonch"
"2014-11-11",NA,"GiuseppeMastro2"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"valenitna"
"2014-11-11",NA,"ChiaraBianchini"
"2014-11-11",NA,"Aline_Carr"
"2014-11-11",NA,"MonicaSella79"
"2014-11-11",NA,"Patrizia0758"
"2014-11-11",NA,"patc06"
"2014-11-11",NA,"Mariuccini1"
"2014-11-11",NA,"Emergenza20"
"2014-11-11",NA,"lesherbes"
"2014-11-11",NA,"QCanavese"
"2014-11-11",NA,"DomenicaMita"
"2014-11-11",NA,"AlexandrNevskij"
"2014-11-11",NA,"chiarapellegri9"
"2014-11-11",NA,"ppn57"
"2014-11-11",NA,"talentosprecato"
"2014-11-11",NA,"nastrorosa"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"ValeriaTomei75"
"2014-11-11",NA,"FedeDeGiacomo"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"vittoriopasteris"
"2014-11-11",NA,"MariKittyPirate"
"2014-11-11",NA,"Monica_torino"
"2014-11-11",NA,"FedeDeGiacomo"
"2014-11-11",NA,"ArpaPiemonte"
"2014-11-11",NA,"MAURI59N"
"2014-11-11",NA,"ilVergante"
"2014-11-11",NA,"wwwmeteoit"
"2014-11-11",NA,"enrico_ortolan"
"2014-11-11",NA,"Tanargue"
"2014-11-11",NA,"bigfab1"
"2014-11-11",NA,"nastrorosa"
"2014-11-11",NA,"nastrorosa"
"2014-11-11",NA,"scatellani79"
"2014-11-11",NA,"nastrorosa"
"2014-11-11",NA,"FabioSbonch"
"2014-11-11",NA,"FabioSbonch"
"2014-11-11",NA,"FabioSbonch"
"2014-11-11",NA,"Sofia_1_vv"
"2014-11-11",NA,"granatafr"
"2014-11-11",NA,"granatafr"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"ilVergante"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"vittoriopasteris"
"2014-11-11",NA,"bc_emergenza"
"2014-11-11",NA,"Patasgnauz"
"2014-11-11",NA,"Cittadinireatti"
"2014-11-11",NA,"ilVergante"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"vittoriopasteris"
"2014-11-11",NA,"dragomarzullo"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"robertore62"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"avatar1dory"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"Emergenza24"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"GASirianni"
"2014-11-11",NA,"vittoriopasteris"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"micky_genova"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"quotidianopiem"
"2014-11-11",NA,"Emergenza24"
"2014-11-11",NA,"gradam76"
"2014-11-11",NA,"Fra__Ce"
"2014-11-11",NA,"madmanbass"
"2014-11-11",NA,"bc_emergenza"
"2014-11-11",NA,"crocerossabusca"
"2014-11-11",NA,"crocerossabusca"
"2014-11-12",NA,"twtroberto"
"2014-11-12",NA,"PalascianoPaola"
"2014-11-12",NA,"DavideGavi"
"2014-11-12",NA,"DavideGavi"
"2014-11-12",NA,"ArpaPiemonte"
"2014-11-12",NA,"DavideGavi"
"2014-11-12",NA,"ArpaPiemonte"
"2014-11-12",NA,"tranellio"
"2014-11-12",NA,"ElioDefrani"
"2014-11-12",NA,"geoluc_mei"
"2014-11-12",NA,"Sweetkisskaty"
"2014-11-12",NA,"FabriBor"
"2014-11-12",NA,"quotidianopiem"
"2014-11-12",NA,"quotidianopiem"
"2014-11-12",NA,"discoradioIT"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"ArpaPiemonte"
"2014-11-12",NA,"ILSOB1LL4"
"2014-11-12",NA,"quotidianopiem"
"2014-11-12",NA,"Ossmeteobargone"
"2014-11-12",NA,"Ossmeteobargone"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"bc_emergenza"
"2014-11-12",NA,"ArpaPiemonte"
"2014-11-12",NA,"ArpaPiemonte"
"2014-11-12",NA,"SOL_CRI_Giaveno"
"2014-11-12",NA,"DavideGavi"
"2014-11-12",NA,"QCanavese"
"2014-11-12",NA,"3BMeteo"
"2014-11-12",NA,"utoepia"
"2014-11-12",NA,"Davidone74"
"2014-11-12",NA,"quotidianopiem"
"2014-11-12",NA,"vittoriopasteris"
"2014-11-12",NA,"3BMeteo"
"2014-11-12",NA,"denvergo7"
"2014-11-12",NA,"Protcivnews"
"2014-11-12",NA,"ArpaPiemonte"
"2014-11-12",NA,"quotidianopiem"
"2014-11-12",NA,"quotidianopiem"
"2014-11-12",NA,"quotidianopiem"
"2014-11-12",NA,"quotidianopiem"
"2014-11-12",NA,"quotidianopiem"
"2014-11-12",NA,"RADIORMT"
"2014-11-12",NA,"asolepascual"
"2014-11-12",NA,"parolesogni"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"scattopazzo"
"2014-11-12",NA,"DolomitesDeli"
"2014-11-12",NA,"papoxultra"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"magomerlino1971"
"2014-11-12",NA,"CaponnettoA"
"2014-11-12",NA,"nicoletti1961"
"2014-11-12",NA,"foachristian"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"voghera57"
"2014-11-12",NA,"LaRiStampa2014"
"2014-11-12",NA,"ArpaPiemonte"
"2014-11-12",NA,"quotidianopiem"
"2014-11-12",NA,"gavisince972"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"PiemonteInforma"
"2014-11-12",NA,"PNGranParadiso"
"2014-11-12",NA,"garbif"
"2014-11-12",NA,"tezzin"
"2014-11-12",NA,"Sedicente"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"SOL_CRI_Giaveno"
"2014-11-12",NA,"GiuliaC89"
"2014-11-12",NA,"Emergenza24"
"2014-11-12",NA,"LucaSucci"
"2014-11-12",NA,"FabioSbonch"
"2014-11-12",NA,"daniballardini"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"ilVergante"
"2014-11-12",NA,"massimomathis"
"2014-11-12",NA,"matteoguidelli"
"2014-11-12",NA,"BenedettaFusi"
"2014-11-12",NA,"Bluesbuntu"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"Tixy_Cos"
"2014-11-12",NA,"diAlessandria"
"2014-11-12",NA,"diAlessandria"
"2014-11-12",NA,"ArpaPiemonte"
"2014-11-12",NA,"quotidianopiem"
"2014-11-12",NA,"ArpaPiemonte"
"2014-11-12",NA,"CapitanAchab"
"2014-11-12",NA,"Ossmeteobargone"
"2014-11-12",NA,"CapitanAchab"
"2014-11-12",NA,"crpiemonte"
"2014-11-12",NA,"ArpaPiemonte"
"2014-11-12",NA,"lesherbes"
"2014-11-12",NA,"Ossmeteobargone"
"2014-11-12",NA,"Ossmeteobargone"
"2014-11-12",NA,"Ossmeteobargone"
"2014-11-12",NA,"Ossmeteobargone"
"2014-11-12",NA,"robertore62"
"2014-11-12",NA,"crpiemonte"
"2014-11-12",NA,"Beppeley"
"2014-11-12",NA,"ERA_Arenzano"
"2014-11-12",NA,"diAlessandria"
"2014-11-12",NA,"classmeteo"
"2014-11-12",NA,"CapitanAchab"
"2014-11-12",NA,"elenacodeluppi"
"2014-11-12",NA,"Pedrito1954"
"2014-11-12",NA,"Stefano_Summa"
"2014-11-12",NA,"Stefano_Summa"
"2014-11-12",NA,"Stefano_Summa"
"2014-11-12",NA,"ilVergante"
"2014-11-12",NA,"peppez87"
"2014-11-12",NA,"silviafrivola"
"2014-11-12",NA,"ProntoPCBaveno"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"FabioSbonch"
"2014-11-12",NA,"daniballardini"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"riskiomap"
"2014-11-12",NA,"SOL_CRI_Giaveno"
"2014-11-12",NA,"sabipresti"
"2014-11-12",NA,"CapitanAchab"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"giornaleprociv"
"2014-11-12",NA,"Protcivnews"
"2014-11-12",NA,"quotidianopiem"
"2014-11-12",NA,"ArpaPiemonte"
"2014-11-12",NA,"SoaveAnna"
"2014-11-12",NA,"e_cce"
"2014-11-12",NA,"ArpaPiemonte"
"2014-11-12",NA,"SOL_CRI_Giaveno"
"2014-11-12",NA,"giornaleprociv"
"2014-11-12",NA,"italia_sicura"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"RadioPerusia"
"2014-11-12",NA,"ProCivTrezzanoR"
"2014-11-12",NA,"GabbroIT"
"2014-11-12",NA,"diAlessandria"
"2014-11-12",NA,"CapitanAchab"
"2014-11-12",NA,"Stefano_Summa"
"2014-11-12",NA,"Protcivnews"
"2014-11-12",NA,"TittiTummino"
"2014-11-12",NA,"vittoriopasteris"
"2014-11-12",NA,"vittoriopasteris"
"2014-11-12",NA,"FScanderebech"
"2014-11-12",NA,"ERA_Arenzano"
"2014-11-12",NA,"ERA_Arenzano"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"classmeteo"
"2014-11-12",NA,"nastrorosa"
"2014-11-12",NA,"classmeteo"
"2014-11-12",NA,"giornaleprociv"
"2014-11-12",NA,"bc_emergenza"
"2014-11-12",NA,"Ossmeteobargone"
"2014-11-12",NA,"ERA_Arenzano"
"2014-11-12",NA,"vittoriopasteris"
